,WER,ACCURACY,ERRORS,#words,FILENAME
0,35.326,64.674,461.0,1520,17 Oct 2018 at 11_43_42 daniel Enstrom noisy telefon.txt
1,24.904,75.096,325.0,1305,Anne Sofie Phone noisy.txt
2,46.207,53.793,603.0,1262,David quiet phone.txt
3,31.418,68.582,410.0,1279,Soren tyst phone.txt
4,23.602,76.398,308.0,1302,Stefan noisy dator.txt
