,WER,ACCURACY,ERRORS,#words,FILENAME
0,80.71,19.290000000000006,887.0,640,Finland_18 Oct 2018 at 14.26.36_Panu.txt
1,40.582,59.418,446.0,1188,Finland_Recording 51.txt
2,49.682,50.318,546.0,1150,Finland_SabinaQMic.txt
3,39.854,60.146,438.0,1203,Finland_VilleSQMic.txt
